seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;34;3603.418;-2.4719162647498267;-247.19162647498268;0.47632316703270483;0.19269389251780003;7722446;72137;TIME_LIMIT;674744.0;12631;vertex
2;100;10;34;3603.437;-2.271124274886197;-227.1124274886197;0.4785367239542393;0.21070477262994258;6818283;74603;TIME_LIMIT;1.697177e6;24334;rounding
3;100;10;34;3602.195;-2.608597230401596;-260.8597230401596;0.4703006879997411;0.18028873239558638;7923365;58477;TIME_LIMIT;241108.0;4480;rounding
1;150;12;9;3602.449;-3.2465361732699413e-15;-4.869804259904912e-13;0.7776788769530384;2.395411094926298e14;3640723;78675;TIME_LIMIT;1.314146e6;22855;vertex
2;150;12;9;3602.272;-3.044622888848448e-15;-4.566934333272672e-13;0.7781604910000378;2.5558518063114128e14;3345792;75257;TIME_LIMIT;1.48493e6;23742;vertex
3;150;12;9;3602.486;-3.0434097243039994e-15;-4.565114586455999e-13;0.7945523638976661;2.610730844265056e14;3627609;70673;TIME_LIMIT;3.336114e6;34214;vertex
1;150;12;18;3604.398;-0.9909498130324189;-148.64247195486283;0.7653387688715793;0.7723284860709099;4198757;34073;TIME_LIMIT;3.314422e6;16165;rounding
2;150;12;18;3603.593;-0.9875550848232244;-148.13326272348365;0.7403531004242476;0.7496828397747284;5751909;51527;TIME_LIMIT;1.854352e6;17303;rounding
3;150;12;18;3603.993;-0.9855479289089835;-147.8321893363475;0.7650794560253666;0.7762985782663266;5866754;45631;TIME_LIMIT;1.067084e6;10361;rounding
1;150;12;44;3602.779;-3.3595103088651523;-503.92654632977286;0.7509249658538506;0.22352214960385527;7117980;41861;TIME_LIMIT;882687.0;7809;hyperplane_aware_rounding
2;150;12;44;3603.094;-3.299907488039403;-494.9861232059104;0.755950265746459;0.2290822601804504;6741207;42915;TIME_LIMIT;3.068331e6;19438;rounding
3;150;12;44;3602.834;-3.3572171568349702;-503.58257352524555;0.7780385904636535;0.23175104680960004;6878480;40233;TIME_LIMIT;1.318159e6;10053;rounding
1;200;14;10;3601.938;-3.65174321927467e-15;-7.303486438549339e-13;0.9321496034383182;2.5526154153398197e14;3217316;63759;TIME_LIMIT;3.249619e6;29983;vertex
2;200;14;10;3602.089;-3.464535317472031e-15;-6.929070634944062e-13;0.8863855056965012;2.558454235482496e14;3097413;65929;TIME_LIMIT;2.539684e6;26548;vertex
3;200;14;10;3601.824;-3.438830911577899e-15;-6.877661823155798e-13;0.9449225442976701;2.747801705272257e14;3168130;68757;TIME_LIMIT;2.957265e6;30342;vertex
1;200;14;21;3602.991;-1.1215699880600871;-224.31399761201743;0.9864904150640941;0.879562065288826;4914075;35693;TIME_LIMIT;1.478703e6;9665;rounding
2;200;14;21;3602.73;-1.1295531292974332;-225.91062585948666;0.8933998956097873;0.7909321593092925;4585254;40619;TIME_LIMIT;878002.0;7964;rounding
3;200;14;21;3602.713;-1.1422246488958;-228.44492977916002;1.0180025255996454;0.8912454538463678;4776170;37921;TIME_LIMIT;2.458666e6;14481;rounding_lmo_01
1;200;14;55;3602.088;-4.23447236711627;-846.894473423254;1.0650570412253435;0.25152060254219133;5386718;25959;TIME_LIMIT;3.015869e6;11422;rounding
2;200;14;55;3602.621;-3.9916663921455333;-798.3332784291067;1.0374644729703153;0.25990761026817044;5249245;25701;TIME_LIMIT;978301.0;4952;hyperplane_aware_rounding
3;200;14;55;3603.01;-4.3669588198736;-873.3917639747199;1.0557513231326245;0.24175893721003372;5452721;26653;TIME_LIMIT;2.392066e6;9675;rounding
