seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
4;50;7;20;3601.226;-1.4069701641944765;-1.4069701641944765;0.2032403942936698;0.14445252604914313;2329780;120471;TIME_LIMIT;33728.0;3974;vertex;0.0;0.0;0.0
5;50;7;20;3602.161;-1.4659289175968095;-1.4659289175968095;0.3435189954997395;0.23433537013710873;3384200;103679;TIME_LIMIT;289364.0;15164;vertex;0.0;0.0;0.0
1;80;8;6;3603.398;-2.043591291530219e-15;-2.043591291530219e-15;0.5337439340591631;2.611793934879716e14;5336974;93553;TIME_LIMIT;946276.0;26763;vertex;0.0;0.0;0.0
2;80;8;6;3603.456;-1.8632948144159265e-15;-1.8632948144159265e-15;0.5071615070280194;2.721853262855753e14;5189988;93963;TIME_LIMIT;1.394008e6;32812;vertex;0.0;0.0;0.0
3;80;8;6;3603.842;-2.1644546862679107e-15;-2.1644546862679107e-15;0.5000162539279458;2.310125765626932e14;5474072;91333;TIME_LIMIT;1.670116e6;35170;vertex;0.0;0.0;0.0
4;80;8;6;3603.376;-2.2226458139286866e-15;-2.2226458139286866e-15;0.5096151077200601;2.2928309338647112e14;4771265;92037;TIME_LIMIT;172518.0;11399;vertex;0.0;0.0;0.0
5;80;8;6;3603.599;-2.087238279165281e-15;-2.087238279165281e-15;0.5276221964527875;2.5278484096400906e14;5330870;87953;TIME_LIMIT;259319.0;12578;vertex;0.0;0.0;0.0
1;80;8;12;3601.591;-1.0035501932143696;-1.0035501932143696;0.572214125287644;0.5701898411825752;2395250;123329;TIME_LIMIT;217599.0;13876;vertex;0.0;0.0;0.0
2;80;8;12;3602.01;-0.8222999711586003;-0.8222999711586003;0.5580882253175863;0.6786917729441895;2950350;119471;TIME_LIMIT;174336.0;12072;vertex;0.0;0.0;0.0
3;80;8;12;3602.487;-0.7647445381130814;-0.7647445381130814;0.6808956953657356;0.8903570557637023;2597047;111909;TIME_LIMIT;1.720194e6;39946;vertex;0.0;0.0;0.0
4;80;8;12;3601.444;-0.8634739488376055;-0.8634739488376055;0.5610024102666309;0.6497039210295147;2377848;120617;TIME_LIMIT;2.959288e6;54419;vertex;0.0;0.0;0.0
5;80;8;12;3601.933;-0.8419995601939139;-0.8419995601939139;0.608153400153316;0.7222728240062943;3099177;115243;TIME_LIMIT;1.369705e6;34987;vertex;0.0;0.0;0.0
1;80;8;24;3601.92;-2.2445570339513017;-2.2445570339513017;0.6612722790601575;0.2946114841626718;3254329;118401;TIME_LIMIT;1.180533e6;32868;vertex;0.0;0.0;0.0
2;80;8;24;3601.969;-1.9008365917276113;-1.9008365917276113;0.5964163988730444;0.31376521341636215;3555401;113285;TIME_LIMIT;381943.0;18026;vertex;0.0;0.0;0.0
3;80;8;24;3602.787;-1.8252566577890457;-1.8252566577890457;0.7550993595646143;0.4136948939987841;2818218;110813;TIME_LIMIT;1.791461e6;40520;vertex;0.0;0.0;0.0
4;80;8;24;3601.432;-1.9817289432777507;-1.9817289432777507;0.6415357351764988;0.3237252689640835;2338412;120719;TIME_LIMIT;3.520109e6;59655;rounding;0.0;0.0;0.0
5;80;8;24;3602.063;-1.9349963469581497;-1.9349963469581497;0.7249689869332889;0.37466168247446757;3268688;112139;TIME_LIMIT;1.478955e6;36460;vertex;0.0;0.0;0.0
1;100;10;7;3603.329;-2.2625189263378353e-15;-2.2625189263378353e-15;0.6087280566577088;2.6904882410995338e14;4838955;89915;TIME_LIMIT;1.030768e6;27062;vertex;0.0;0.0;0.0
2;100;10;7;3603.363;-1.982223664132804e-15;-1.982223664132804e-15;0.5815386051917613;2.9337688562313506e14;4749602;90235;TIME_LIMIT;734413.0;22908;vertex;0.0;0.0;0.0
3;100;10;7;3603.61;-2.3785202545962813e-15;-2.3785202545962813e-15;0.598543037970422;2.516451297035584e14;5167721;92637;TIME_LIMIT;1.583634e6;33144;vertex;0.0;0.0;0.0
4;100;10;7;3603.98;-2.0176329428657122e-15;-2.0176329428657122e-15;0.6126035858064647;3.0362489271034756e14;5592444;90523;TIME_LIMIT;540502.0;18325;vertex;0.0;0.0;0.0
5;100;10;7;3603.738;-2.2721185048938365e-15;-2.2721185048938365e-15;0.6136837193410144;2.7009318308848e14;4992691;89417;TIME_LIMIT;275782.0;12730;vertex;0.0;0.0;0.0
1;100;10;15;3602.227;-0.8141395534001407;-0.8141395534001407;1.005986164762814;1.2356433986795663;2909798;108059;TIME_LIMIT;764598.0;25638;vertex;0.0;0.0;0.0
2;100;10;15;3602.254;-0.7604427152640201;-0.7604427152640201;0.949313353238046;1.2483693172186565;2659197;110869;TIME_LIMIT;392042.0;17654;vertex;0.0;0.0;0.0
3;100;10;15;3602.114;-0.7872650400200352;-0.7872650400200352;0.9491328222854798;1.2056077356887653;3350901;104075;TIME_LIMIT;500837.0;17900;vertex;0.0;0.0;0.0
4;100;10;15;3602.488;-0.8591317360716221;-0.8591317360716221;0.9159860948027064;1.0661765318914311;3163289;111309;TIME_LIMIT;344905.0;16140;vertex;0.0;0.0;0.0
5;100;10;15;3602.307;-0.8639263943329725;-0.8639263943329725;0.9006107775309746;1.0424623942949742;3607170;107049;TIME_LIMIT;413053.0;17380;vertex;0.0;0.0;0.0
1;100;10;34;3602.875;-2.2929130128561326;-2.2929130128561326;1.1879402295376997;0.5180921486672361;3489772;96909;TIME_LIMIT;513960.0;18922;vertex;0.0;0.0;0.0
2;100;10;34;3603.64;-2.162771486601686;-2.162771486601686;1.0567629156278717;0.48861515059473043;4167621;90405;TIME_LIMIT;183857.0;8680;vertex;0.0;0.0;0.0
3;100;10;34;3602.321;-2.4938583978779847;-2.4938583978779847;0.9997413714794994;0.400881370141214;3633623;98237;TIME_LIMIT;1.448805e6;30709;vertex;0.0;0.0;0.0
4;100;10;34;3602.857;-2.553141209456834;-2.553141209456834;1.019872316697446;0.399457857215198;4148462;95555;TIME_LIMIT;2.101819e6;37558;vertex;0.0;0.0;0.0
5;100;10;34;3603.316;-2.3356466062558243;-2.3356466062558243;1.1861154026217786;0.507831706836502;4715885;88699;TIME_LIMIT;1.697587e6;31430;vertex;0.0;0.0;0.0
1;120;10;7;3603.282;-2.173698715309863e-15;-2.173698715309863e-15;0.6538074099642339;3.007810628765233e14;5106075;88601;TIME_LIMIT;105146.0;7125;rounding_lmo_01;0.0;0.0;0.0
2;120;10;7;3603.601;-1.9940058715148202e-15;-1.9940058715148202e-15;0.6229944730112257;3.124336201367075e14;5156704;85893;TIME_LIMIT;286957.0;12931;vertex;0.0;0.0;0.0
3;120;10;7;3604.07;-2.104197281606284e-15;-2.104197281606284e-15;0.6381585840189825;3.032788748457229e14;5544042;90451;TIME_LIMIT;647646.0;19796;vertex;0.0;0.0;0.0
4;120;10;7;3604.122;-2.0249424885001787e-15;-2.0249424885001787e-15;0.6355536722529578;3.138625792398161e14;5691483;86405;TIME_LIMIT;270694.0;11496;vertex;0.0;0.0;0.0
5;120;10;7;3603.565;-2.157874978287542e-15;-2.157874978287542e-15;0.6735974487832807;3.121577735322914e14;5058577;90285;TIME_LIMIT;2.867855e6;41657;sr_rounding;0.0;0.0;0.0
1;120;10;15;3602.077;-0.9155953195620578;-0.9155953195620578;0.9941988380923478;1.085849629034678;3372182;112313;TIME_LIMIT;1.422103e6;34085;vertex;0.0;0.0;0.0
2;120;10;15;3601.761;-0.809688968948242;-0.809688968948242;1.0181173709309097;1.2574178604080637;2858060;117259;TIME_LIMIT;805852.0;26746;vertex;0.0;0.0;0.0
3;120;10;15;3602.738;-0.9475578083774465;-0.9475578083774465;0.914142822860063;0.9647356760485127;3905433;102139;TIME_LIMIT;417055.0;16159;rounding_lmo_01;0.0;0.0;0.0
4;120;10;15;3602.004;-0.7816885916744838;-0.7816885916744838;1.029764789917559;1.317359369044471;3350990;105037;TIME_LIMIT;1.396018e6;32638;vertex;0.0;0.0;0.0
5;120;10;15;3601.771;-0.991028067264587;-0.991028067264587;1.0126839631993245;1.021851950161726;2865318;114275;TIME_LIMIT;3.448658e6;55893;rounding;0.0;0.0;0.0
1;120;10;34;3602.477;-2.706160623384893;-2.706160623384893;1.1189375541056323;0.4134778787469215;4196316;99743;TIME_LIMIT;1.569039e6;31986;sr_rounding;0.0;0.0;0.0
2;120;10;34;3602.784;-2.4154362823928217;-2.4154362823928217;1.1880713113624837;0.4918661361605183;4173287;98857;TIME_LIMIT;1.641899e6;32430;vertex;0.0;0.0;0.0
3;120;10;34;3602.418;-2.5245353090563727;-2.5245353090563727;1.1913505324105822;0.47190884125755733;3908325;100903;TIME_LIMIT;1.604718e6;33654;vertex;0.0;0.0;0.0
4;120;10;34;3602.364;-2.2947709931466416;-2.2947709931466416;1.3400904419766064;0.5839756759950344;3811271;100383;TIME_LIMIT;481822.0;18010;vertex;0.0;0.0;0.0
5;120;10;34;3602.148;-2.8339462201749663;-2.8339462201749663;1.1825671915729359;0.41728639137687124;3076078;98997;TIME_LIMIT;416883.0;17194;vertex;0.0;0.0;0.0
1;150;12;9;3603.369;-3.276638515205591e-15;-3.276638515205591e-15;0.8103650739279757;2.4731598257402825e14;4862049;81009;TIME_LIMIT;875272.0;21458;vertex;0.0;0.0;0.0
2;150;12;9;3603.209;-3.1168211034912174e-15;-3.1168211034912174e-15;0.8086105158016514;2.5943436884969422e14;4586607;81445;TIME_LIMIT;261587.0;11176;vertex;0.0;0.0;0.0
3;150;12;9;3604.119;-3.0751174065117027e-15;-3.0751174065117027e-15;0.8292446552318821;2.696627626236053e14;5626416;76721;TIME_LIMIT;1.255802e6;22900;vertex;0.0;0.0;0.0
4;150;12;9;3603.722;-3.0651485108682203e-15;-3.0651485108682203e-15;0.8118432602196621;2.648626183498375e14;4886571;82979;TIME_LIMIT;999692.0;22733;vertex;0.0;0.0;0.0
5;150;12;9;3603.969;-3.1247152278557657e-15;-3.1247152278557657e-15;0.8514071957942687;2.7247513251904212e14;5504430;75029;TIME_LIMIT;3.409873e6;36498;vertex;0.0;0.0;0.0
1;150;12;18;3602.149;-0.925839695130847;-0.925839695130847;1.2860490391874544;1.3890623246670146;3437248;102873;TIME_LIMIT;1.462303e6;32953;vertex;0.0;0.0;0.0
2;150;12;18;3602.216;-0.8999543820346785;-0.8999543820346785;1.2642652991424905;1.4048104263731156;3606033;104031;TIME_LIMIT;488351.0;17502;rounding;0.0;0.0;0.0
3;150;12;18;3602.48;-0.8733490705378673;-0.8733490705378673;1.321655969617796;1.513319260537864;3960056;94549;TIME_LIMIT;553854.0;16927;sr_rounding;0.0;0.0;0.0
4;150;12;18;3602.512;-0.8779403703193808;-0.8779403703193808;1.3464275150051965;1.5336206882881893;3768645;94565;TIME_LIMIT;478728.0;16581;vertex;0.0;0.0;0.0
5;150;12;18;3603.08;-0.9324052268175551;-0.9324052268175551;1.3308087154326307;1.427285773563163;3877109;92321;TIME_LIMIT;89905.0;4843;vertex;0.0;0.0;0.0
1;150;12;44;3602.548;-3.1988947357876665;-3.1988947357876665;1.476566142667374;0.4615863492312753;4017738;99815;TIME_LIMIT;1.63388e6;33293;vertex;0.0;0.0;0.0
2;150;12;44;3603.17;-2.9306113665860405;-2.9306113665860405;1.6776472857342482;0.5724564180915572;3854613;102239;TIME_LIMIT;1.383727e6;31330;vertex;0.0;0.0;0.0
3;150;12;44;3602.657;-3.03275047486575;-3.03275047486575;1.6565591125365073;0.5462233461886896;4331140;91041;TIME_LIMIT;1.887982e6;33256;vertex;0.0;0.0;0.0
4;150;12;44;3602.537;-2.9939496823403307;-2.9939496823403307;1.68708571166529;0.563498351898325;4042556;92747;TIME_LIMIT;1.183914e6;26383;sr_rounding;0.0;0.0;0.0
5;150;12;44;3602.569;-3.1633106699983427;-3.1633106699983427;1.6807472212795695;0.5313253728823448;4022290;95517;TIME_LIMIT;2.141981e6;36882;vertex;0.0;0.0;0.0
