seed,numberOfExperiments,numberOfParameters,time,N,solution,dual_bound,rel_gap,scaled_solution,termination,feasible,n_nodes,n_cuts_found,n_cuts_applied,n_sdp_iters
3,120,10,3600.005596,15,111.42034349150651,124.0783745617913,0.1136061034603587,-111.42034349552013,TIME_LIMIT,true,136044,0,0,3764434
4,120,10,3600.002496,15,141.38877191179603,160.4981430752027,0.13515479981202375,-141.3887721439886,TIME_LIMIT,true,138824,0,0,3643152
5,120,10,3600.00632,15,112.68906377063992,130.23242090998446,0.15567932284051236,-112.6890637914544,TIME_LIMIT,true,188063,0,0,4574117
1,120,10,3600.004215,34,334.0467111282931,340.15123854469914,0.01827447244065678,-334.0467111636752,TIME_LIMIT,true,102683,0,0,3616625
2,120,10,3600.002851,34,272.77462623815563,277.50499849918975,0.017341687261278105,-272.77463968888367,TIME_LIMIT,true,150642,0,0,5275923
3,120,10,3426.788438,34,293.1392097396299,296.0705938635735,0.009999972799774146,-293.1392370890966,OPTIMAL,true,204574,0,0,7215470
4,120,10,3600.006699,34,393.4399031962709,404.0251924251555,0.026904462772816554,-393.43990321722663,TIME_LIMIT,true,134250,0,0,4286710
5,120,10,3600.002048,34,319.0018534263391,326.44279061566266,0.023325686385210154,-319.00185343179714,TIME_LIMIT,true,149987,0,0,4937469
1,150,12,3600.006351,9,1.9000572432025864e-8,70.57201202539959,3.7142045198305926e9,2.936395327739054e-13,TIME_LIMIT,true,142025,0,0,3905623
2,150,12,3600.003337,9,1.743675333597443e-8,68.03045726486936,3.901555291665242e9,3.228129600899785e-13,TIME_LIMIT,true,89883,0,0,2440126
3,150,12,3600.041699,9,2.3554676317297484e-8,69.936661563754,2.969120042156598e9,-8.78345217513906e-15,TIME_LIMIT,true,139144,0,0,4017340
4,150,12,3600.005764,9,1.5924611165345388e-8,64.07110647082102,4.0234016259264045e9,7.998206582448259e-14,TIME_LIMIT,true,143209,0,0,3957104
5,150,12,3600.00509,9,1.4854222424203386e-8,72.97120722265804,4.912489198283778e9,-2.204662432892495e-15,TIME_LIMIT,true,88599,0,0,3082443
1,150,12,3600.005213,18,155.2277994468397,196.19600533086074,0.2639231247882972,-155.22779944694116,TIME_LIMIT,true,86607,0,0,2185442
2,150,12,3600.003407,18,148.703730531201,181.45975646219432,0.22027709603506193,-148.70373053216142,TIME_LIMIT,true,87479,0,0,2185206
3,150,12,3600.007124,18,148.89274429100524,189.0078593262402,0.2694229005332287,-148.89274524734827,TIME_LIMIT,true,86154,0,0,2153578
4,150,12,3600.00503,18,146.03711827310406,179.70901716083617,0.23057082532101383,-146.037118278272,TIME_LIMIT,true,92597,0,0,2288057
5,150,12,3600.003039,18,160.03847068215566,193.73572267545686,0.21055719821408195,-160.03847068319453,TIME_LIMIT,true,90452,0,0,2231732
1,150,12,3600.005068,44,486.93629465426983,504.2806048599974,0.03561925943113821,-486.93629741165455,TIME_LIMIT,true,72911,0,0,2111683
2,150,12,3600.004997,44,437.29601993608424,452.16296966814355,0.033997450363788546,-437.2960199364252,TIME_LIMIT,true,72185,0,0,2032366
3,150,12,3600.002788,44,477.4276204447316,488.31056943407776,0.022794971474856297,-477.4277951088354,TIME_LIMIT,true,60578,0,0,2053153
4,150,12,3600.005435,44,411.16450510924676,420.17756070929937,0.02192080174249923,-411.16450511021196,TIME_LIMIT,true,63293,0,0,2093856
5,150,12,3600.002252,44,475.5842138793616,497.69170220425497,0.04648490778228658,-475.58421388110594,TIME_LIMIT,true,85211,0,0,2171469
